"sex","age","race","priors.count","charge.degree","days","score"
2,33,1,4,6,45,0
2,38,4,0,10,1,0
1,56,3,3,5,6,0
2,38,3,2,6,64,0
2,38,3,2,6,64,0
2,26,1,0,10,1,0
2,26,1,0,10,1,0
2,26,1,0,10,1,0
1,20,1,0,6,1,0
2,20,1,0,6,1,0
1,28,3,0,6,1,0
1,28,3,0,6,1,0
2,37,3,0,11,3,0
2,52,1,6,10,0,0
2,52,1,6,10,0,0
2,27,3,4,6,1,0
2,29,1,0,6,1,0
2,29,1,0,6,1,0
2,29,1,0,6,1,0
2,29,1,0,6,1,0
2,35,1,1,10,1,0
2,32,3,8,6,4,0
2,32,3,8,6,4,0
2,32,3,8,6,4,0
2,32,3,8,6,4,0
2,25,4,0,6,1,0
2,22,1,0,6,1,0
2,22,1,0,6,1,0
2,22,1,0,6,1,0
2,22,1,0,6,1,0
2,22,1,0,6,1,0
2,32,1,5,10,0,0
2,29,4,4,6,1,0
2,30,1,4,10,1,0
1,30,1,3,6,1,0
2,43,3,2,6,1495,0
2,22,3,1,6,1,0
2,56,1,8,5,1,0
2,32,3,8,5,2,0
2,52,3,1,6,111,0
2,52,3,1,6,111,0
2,29,1,6,6,1,0
2,29,1,6,6,1,0
2,29,1,6,6,1,0
1,51,4,0,10,1,0
2,42,3,0,11,0,0
2,41,3,0,6,1,0
2,19,4,0,6,1,0
2,19,4,0,6,1,0
2,55,4,6,6,0,0
2,21,1,0,6,1,0
2,21,1,0,6,1,0
2,21,1,0,6,1,0
2,21,1,0,6,1,0
1,36,3,4,4,144,0
1,36,3,4,4,144,0
1,36,3,4,4,144,0
1,22,1,0,10,2,0
2,45,4,2,7,1,0
1,30,4,3,6,2,0
2,29,1,0,11,1,0
2,54,1,2,11,1173,0
1,35,4,0,6,1,0
2,51,1,17,10,1,0
2,45,4,20,6,0,0
2,45,4,20,6,0,0
2,27,1,3,6,90,0
2,24,4,1,5,253,0
2,24,4,1,5,253,0
2,24,4,1,5,253,0
2,24,4,1,5,253,0
2,24,4,1,5,253,0
2,25,3,0,10,2,0
2,25,3,0,10,2,0
2,50,3,0,6,1,0
1,42,6,2,11,1,0
1,42,6,2,11,1,0
2,55,3,0,10,1,0
2,29,1,8,6,40,0
2,29,1,8,6,40,0
2,36,1,5,6,1,0
2,69,4,0,10,1,0
2,59,4,1,14,7604,0
2,28,1,1,6,2183,0
2,44,3,6,6,1,0
2,31,1,0,6,0,0
2,27,1,11,10,1,0
2,27,1,11,10,1,0
2,27,1,11,10,1,0
2,27,1,11,10,1,0
2,29,6,0,10,1,0
1,50,3,0,6,1,0
2,28,1,6,6,1,0
2,28,1,6,6,1,0
2,20,1,1,6,50,0
2,60,3,1,5,1,0
2,53,4,0,10,0,0
1,38,6,0,10,1,0
2,51,4,0,6,1,0
2,25,4,1,4,106,0
1,23,3,1,10,1,0
1,54,1,0,6,1,0
2,24,3,3,10,1,0
2,55,4,1,4,1,0
2,55,4,1,4,1,0
2,55,4,1,4,1,0
2,55,4,1,4,1,0
2,35,1,0,10,0,0
2,26,4,0,6,1,0
2,26,4,0,6,1,0
1,75,1,5,5,1,0
2,30,1,13,10,1,0
2,56,1,8,5,106,0
2,24,1,0,6,1,0
2,34,6,0,6,1,0
2,34,6,0,6,1,0
2,34,6,0,6,1,0
1,39,4,0,6,1,0
1,39,4,0,6,1,0
2,46,3,0,6,1,0
2,27,1,1,6,0,0
1,32,3,0,10,1,0
2,28,1,3,11,1,0
2,42,1,13,11,1,0
2,42,1,13,11,1,0
2,42,1,13,11,1,0
2,59,1,2,10,1,0
2,39,3,1,6,15,0
2,55,3,0,10,1,0
2,27,3,0,10,1,0
2,46,3,5,10,1,0
2,37,1,7,6,247,0
2,25,6,1,6,11,0
1,26,4,1,10,19,0
2,55,3,2,5,1,0
2,55,3,2,5,1,0
2,35,1,1,11,4,0
2,35,1,1,11,4,0
2,33,6,0,9,1,0
2,43,1,0,10,1,0
1,53,3,0,10,0,0
2,60,1,9,6,22,0
2,60,1,9,6,22,0
2,60,1,9,6,22,0
2,57,1,0,6,1,0
2,57,1,0,6,1,0
2,55,1,17,6,1,0
2,55,1,17,6,1,0
2,27,1,1,6,1,0
2,27,1,1,6,1,0
2,27,1,1,6,1,0
2,40,1,0,6,1,0
2,57,6,0,5,1,0
1,37,3,0,11,1,0
1,36,1,1,5,24,0
2,32,3,2,10,1,0
2,32,3,2,10,1,0
2,32,3,2,10,1,0
2,32,1,2,10,1,0
1,26,3,1,6,1,0
2,22,4,0,10,1,0
2,22,4,0,10,1,0
1,31,1,0,6,1,0
1,38,1,8,6,1,0
2,47,1,4,6,0,0
2,30,1,2,6,1,0
2,30,1,2,6,1,0
2,36,1,2,6,2,0
2,36,1,2,6,2,0
2,36,1,2,6,2,0
1,43,2,0,6,4,0
1,38,3,0,6,1,0
2,52,3,2,6,1,0
2,35,3,2,10,1,0
2,35,6,0,6,1,0
2,38,6,2,6,0,0
2,53,3,0,6,1,0
1,51,3,1,6,8,0
2,53,1,2,6,1,0
2,22,1,5,6,1,0
2,22,1,5,6,1,0
2,22,1,5,6,1,0
2,21,1,0,6,5,0
2,21,1,0,6,5,0
2,21,1,0,6,5,0
2,21,1,0,6,5,0
2,21,1,0,6,5,0
2,21,1,0,6,5,0
2,26,1,0,6,1,0
2,26,1,0,6,1,0
1,24,1,1,6,35,0
1,24,1,1,6,35,0
2,48,1,0,11,1,0
2,47,3,1,6,1,0
2,30,1,8,6,1,0
2,30,1,8,6,1,0
2,30,1,8,6,1,0
2,30,1,8,6,1,0
2,55,1,1,10,0,0
2,44,3,3,6,0,0
2,34,1,1,6,17,0
2,45,1,10,5,1,0
2,38,4,0,6,1,0
2,50,3,2,10,1,0
2,32,1,0,6,1,0
2,26,3,0,6,0,0
2,44,4,2,10,870,0
2,47,4,0,10,0,0
2,23,4,2,6,1,0
2,23,4,2,6,1,0
2,23,4,2,6,1,0
2,23,4,2,6,1,0
2,23,4,2,6,1,0
2,23,4,2,6,1,0
2,49,3,0,6,0,0
2,60,1,43,6,99,0
2,60,1,43,6,99,0
2,49,1,1,6,0,0
2,59,3,2,5,0,0
2,28,1,2,8,476,0
2,28,1,2,8,476,0
2,24,1,1,11,1,0
2,40,4,0,10,3,0
2,32,1,0,6,1,0
1,54,4,0,10,0,0
2,26,1,1,10,1,0
2,27,1,9,6,0,0
2,34,3,3,6,158,0
2,29,1,0,6,1,0
1,40,4,1,11,93,0
2,25,3,2,10,0,0
2,25,3,2,10,0,0
1,62,3,2,6,43,0
1,62,3,2,6,43,0
2,37,1,18,10,27,0
2,37,1,18,10,27,0
1,30,3,5,6,0,0
1,30,3,5,6,0,0
2,23,3,0,6,1,0
1,20,1,0,6,1,0
2,24,1,1,4,60,0
1,54,3,1,10,49,0
1,51,3,0,10,1,0
2,66,1,3,6,37,0
2,66,1,3,6,37,0
2,31,3,0,10,1,0
2,50,3,8,6,14,0
2,50,1,7,5,1,0
2,40,3,3,6,1,0
1,25,1,1,10,1,0
2,24,1,4,11,1,0
2,54,3,3,11,1,0
2,54,3,3,11,1,0
2,54,3,3,11,1,0
2,54,3,3,11,1,0
2,54,3,3,11,1,0
1,31,1,0,5,1,0
2,25,3,4,10,4,0
2,25,3,4,10,4,0
2,46,3,1,10,2,0
1,30,3,0,10,0,0
2,35,1,3,12,765,0
2,35,1,3,12,765,0
1,35,4,10,6,40,0
1,22,3,0,11,1,0
1,32,3,1,6,1,0
2,25,1,0,10,1,0
2,25,1,0,10,1,0
2,25,1,0,10,1,0
2,25,1,0,10,1,0
2,22,1,3,6,308,0
2,22,1,3,6,308,0
2,22,1,3,6,308,0
2,22,1,3,6,308,0
2,33,1,16,6,2,0
2,33,1,16,6,2,0
2,33,1,16,6,2,0
2,33,1,16,6,2,0
2,33,1,16,6,2,0
1,49,3,0,10,1,0
1,49,3,0,10,1,0
2,24,1,0,6,1,0
2,23,1,1,6,1,0
2,33,1,12,10,1,0
2,33,1,12,10,1,0
2,33,1,12,10,1,0
2,33,1,12,10,1,0
2,37,3,0,11,2,0
2,37,3,0,11,2,0
1,40,3,0,10,0,0
2,23,1,1,10,1,0
2,27,3,1,6,409,0
2,27,3,1,6,409,0
2,26,3,11,5,33,0
2,25,1,11,6,1,0
2,61,1,1,6,1,0
2,30,1,0,6,1,0
1,42,1,0,6,1,0
1,42,1,0,6,1,0
1,42,1,0,6,1,0
1,27,4,0,6,1,0
2,25,3,0,10,1,0
1,52,1,1,6,28,0
2,26,3,7,11,98,0
2,26,3,7,11,98,0
2,26,3,7,11,98,0
2,26,3,7,11,98,0
2,39,1,1,10,1,0
2,47,1,5,6,0,0
2,50,3,1,6,147,0
2,25,1,4,6,1,0
1,41,3,0,10,3,0
2,37,3,0,10,0,0
1,34,1,14,6,1,0
1,34,1,14,6,1,0
1,34,1,14,6,1,0
1,34,1,14,6,1,0
2,30,3,1,5,1,0
2,20,1,0,6,1,0
2,20,6,0,11,1,0
2,20,6,0,11,1,0
2,20,6,0,11,1,0
2,20,6,0,11,1,0
2,20,6,0,11,1,0
1,40,1,0,10,1,0
2,25,3,1,10,0,0
2,25,3,1,10,0,0
1,62,3,0,11,1,0
2,23,3,0,6,1,0
2,23,3,0,6,1,0
1,32,6,0,6,1,0
2,35,3,0,10,1,0
1,56,3,1,6,60,0
2,30,3,0,11,0,0
2,20,1,0,10,1,0
2,41,3,17,11,186,0
2,41,3,17,11,186,0
1,28,3,0,12,1,0
2,23,1,1,12,672,0
2,23,1,1,12,672,0
2,23,1,1,12,672,0
2,56,1,0,6,2,0
2,23,1,2,4,1,0
2,20,4,0,5,1,0
2,20,4,0,5,1,0
2,37,4,4,4,169,0
2,23,3,1,10,1,0
2,21,1,0,5,0,0
2,21,1,0,5,0,0
2,21,1,0,5,0,0
2,41,3,16,6,0,0
2,61,3,0,10,1,0
2,33,3,3,11,0,0
2,26,1,2,10,1,0
2,26,1,2,10,1,0
2,21,4,0,6,1,0
2,21,4,0,6,1,0
2,25,1,8,6,100,0
2,25,1,8,6,100,0
2,25,1,8,6,100,0
2,25,1,8,6,100,0
2,32,1,13,6,1,0
2,32,1,13,6,1,0
2,32,1,13,6,1,0
2,41,1,9,12,1,0
2,41,1,9,12,1,0
2,41,1,9,12,1,0
2,20,4,2,6,33,0
2,20,4,2,6,33,0
2,20,4,2,6,33,0
2,23,3,0,11,1,0
2,28,1,9,6,1,0
2,28,1,9,6,1,0
2,28,1,9,6,1,0
2,25,5,7,9,0,0
2,25,5,7,9,0,0
1,58,3,0,6,1,0
2,49,1,3,6,0,0
2,21,1,0,6,1,0
2,21,1,0,6,1,0
1,27,1,3,6,1,0
1,23,1,0,10,0,0
2,65,1,1,4,146,0
2,65,1,1,4,146,0
2,34,3,0,10,1,0
2,35,1,1,10,1,0
2,30,6,9,10,1,0
2,25,6,1,10,1,0
2,25,6,1,10,1,0
2,30,4,0,11,1,0
1,27,1,1,6,415,0
2,31,1,4,6,1,0
2,39,3,2,6,0,0
2,42,5,0,11,1,0
1,29,3,11,6,3,0
1,29,3,11,6,3,0
1,29,3,11,6,3,0
1,29,3,11,6,3,0
1,29,3,11,6,3,0
1,29,3,11,6,3,0
1,32,1,6,6,1,0
2,27,6,0,10,1,0
2,52,1,3,6,1,0
2,52,1,3,6,1,0
1,26,3,3,10,1,0
2,31,3,2,6,1,0
2,31,3,2,6,1,0
2,31,3,2,6,1,0
2,31,3,2,6,1,0
2,38,4,0,6,0,0
2,20,1,1,5,67,0
2,47,3,2,11,100,0
2,36,6,0,5,1,0
2,20,1,0,10,1,0
1,29,1,2,6,34,0
1,29,1,2,6,34,0
2,24,2,0,6,1,0
2,31,3,0,6,1,0
2,28,3,3,6,244,0
2,28,3,3,6,244,0
1,33,3,0,6,1,0
2,26,1,4,6,86,0
2,26,1,4,6,86,0
2,26,1,4,6,86,0
2,41,6,1,10,1,0
2,39,1,8,6,1,0
2,39,1,8,6,1,0
2,39,1,8,6,1,0
1,54,3,12,6,175,0
1,37,3,1,11,25,0
2,43,4,0,10,4,0
1,33,1,1,6,2,0
2,20,1,1,9,50,0
2,42,1,0,11,1,0
2,42,1,0,11,1,0
2,44,3,0,6,1,0
2,44,3,0,6,1,0
2,30,3,18,11,1,0
2,38,3,0,6,0,0
2,38,1,3,6,1,0
1,27,3,3,6,1,0
1,27,3,3,6,1,0
2,21,3,1,6,1,0
2,29,1,0,6,0,0
2,21,3,0,6,1,0
2,21,3,0,6,1,0
1,34,1,0,10,1,0
2,36,1,1,6,1,0
2,36,1,1,6,1,0
2,36,1,1,6,1,0
2,29,1,0,10,1,0
2,29,1,0,10,1,0
2,29,1,0,10,1,0
2,38,1,1,10,1,0
2,36,3,0,6,1,0
2,32,4,0,10,6,0
2,27,3,0,10,0,0
2,23,1,0,10,1,0
2,47,3,0,10,1,0
2,20,1,0,6,0,0
1,25,1,2,6,1,0
1,25,1,2,6,1,0
1,25,1,2,6,1,0
2,35,1,0,10,2,0
1,30,3,1,6,82,0
1,28,3,1,10,1,0
2,30,3,2,10,36,0
2,30,3,2,10,36,0
2,30,3,2,10,36,0
2,30,3,2,10,36,0
1,45,3,3,10,480,0
1,45,3,3,10,480,0
1,45,3,3,10,480,0
2,23,1,5,6,1,0
2,22,1,0,6,1,0
2,20,6,8,6,1,0
2,20,6,8,6,1,0
2,20,6,8,6,1,0
2,20,6,8,6,1,0
1,42,1,0,10,0,0
2,24,1,8,6,54,0
2,24,1,8,6,54,0
2,24,1,8,6,54,0
2,40,4,0,10,0,0
2,27,6,1,6,1,0
1,57,1,3,6,159,0
2,60,1,12,6,1,0
2,60,1,12,6,1,0
2,20,1,0,10,1,0
2,19,3,0,10,1,0
2,34,1,2,10,1,0
2,34,1,2,10,1,0
2,34,1,2,10,1,0
2,34,1,2,10,1,0
2,37,1,1,5,1724,0
2,24,3,4,10,1,0
2,24,3,4,10,1,0
2,27,1,0,10,1,0
2,27,1,0,10,1,0
2,27,1,0,10,1,0
2,27,1,0,10,1,0
2,27,1,0,10,1,0
2,29,1,4,4,1,0
2,29,1,4,4,1,0
1,26,3,0,6,1,0
1,26,3,0,6,1,0
2,32,4,0,10,1,0
1,42,3,0,6,1,0
1,42,3,0,6,1,0
1,42,3,0,6,1,0
1,29,3,8,11,65,0
1,29,3,8,11,65,0
1,29,3,8,11,65,0
1,29,3,8,11,65,0
1,29,3,8,11,65,0
1,29,3,8,11,65,0
2,38,3,1,10,1,0
2,32,1,1,6,0,0
2,27,6,0,4,2,0
2,27,6,0,4,2,0
2,30,3,3,10,1,0
2,22,1,1,6,1,0
2,20,3,0,10,2,0
2,20,3,0,10,2,0
2,20,3,0,10,2,0
2,57,3,0,10,0,0
2,51,3,3,6,1,0
2,51,3,3,6,1,0
2,51,3,3,6,1,0
2,51,3,3,6,1,0
1,49,1,0,10,1,0
2,21,1,0,6,1,0
2,35,1,4,6,1,0
2,35,1,4,6,1,0
1,54,3,1,6,95,0
2,58,3,2,6,9,0
2,44,3,0,10,1,0
1,32,3,0,6,1,0
2,26,1,6,6,1,0
2,31,1,0,6,1,0
2,20,1,0,5,1,0
2,40,6,0,10,1,0
1,45,3,5,10,2,0
2,31,1,4,6,1,0
2,31,1,4,6,1,0
2,23,4,4,6,27,0
2,23,4,4,6,27,0
2,23,4,4,6,27,0
2,23,4,4,6,27,0
1,53,3,1,10,1,0
2,44,3,0,10,1,0
2,26,1,2,6,1,0
2,26,1,2,6,1,0
2,26,1,2,6,1,0
2,26,1,2,6,1,0
1,54,3,0,10,1,0
2,38,4,0,10,1,0
2,73,6,2,10,1,0
2,21,3,0,6,1,0
2,21,3,0,6,1,0
2,35,3,1,5,1,0
2,28,1,0,10,1,0
2,28,3,2,10,1,0
2,24,1,0,6,1,0
2,24,1,0,6,1,0
2,57,1,16,9,342,0
2,28,1,0,6,1,0
2,56,1,0,6,1,0
2,32,3,7,6,1,0
2,53,3,4,6,1,0
2,53,3,4,6,1,0
2,20,1,1,6,24,0
2,30,6,1,6,1,0
2,30,6,1,6,1,0
2,37,3,1,10,1,0
2,37,3,1,10,1,0
2,60,4,1,6,18,0
2,26,4,1,10,1,0
2,26,4,1,10,1,0
2,30,3,0,10,1,0
2,19,1,0,5,1,0
2,19,1,0,5,1,0
2,19,1,0,5,1,0
2,23,1,9,9,0,0
2,26,3,2,6,1,0
2,26,3,2,6,1,0
2,72,3,0,10,1,0
2,20,1,2,6,1,0
2,20,1,2,6,1,0
1,26,1,5,6,1,0
1,39,1,1,6,1,0
1,39,1,1,6,1,0
2,30,6,0,6,1,0
2,30,4,2,9,709,0
2,37,3,1,10,1,0
2,45,3,0,10,1,0
2,69,3,0,6,1,0
2,30,1,1,6,1,0
2,30,1,1,6,1,0
2,38,2,2,6,0,0
2,48,1,12,5,1,0
2,48,1,12,5,1,0
1,50,1,1,6,700,0
2,32,3,0,6,0,0
2,37,1,1,6,140,0
2,46,2,0,10,1,0
2,42,1,0,6,1,0
1,20,1,0,6,1,0
1,20,1,0,6,1,0
1,20,1,0,6,1,0
1,20,1,0,6,1,0
2,65,3,2,10,60,0
2,54,3,4,10,1,0
1,28,3,0,10,1,0
2,47,1,7,6,1,0
2,47,1,7,6,1,0
2,39,1,5,6,49,0
2,39,1,5,6,49,0
2,39,1,5,6,49,0
1,31,1,0,6,0,0
2,29,3,7,10,2,0
2,51,3,7,6,1,0
2,27,3,0,10,1,0
2,73,3,1,6,64,0
2,44,1,0,10,0,0
1,24,1,0,6,1,0
1,24,1,0,6,1,0
2,22,1,0,5,1,0
2,22,1,0,5,1,0
2,22,1,0,5,1,0
2,22,1,0,5,1,0
2,22,1,0,5,1,0
2,22,1,0,5,1,0
2,65,1,23,6,329,0
2,32,1,4,11,1,0
2,32,1,4,11,1,0
2,27,1,0,10,1,0
2,36,6,0,6,1,0
2,36,6,0,6,1,0
1,23,1,0,6,0,0
2,30,3,0,10,1,0
1,57,4,2,6,68,0
1,25,3,0,10,1,0
2,34,3,5,6,1,0
2,22,1,6,6,63,0
2,20,1,2,6,56,0
2,45,6,0,10,1,0
2,60,4,2,6,4363,0
2,27,1,4,6,1,0
2,27,1,4,6,1,0
2,43,1,2,6,1,0
2,43,1,2,6,1,0
1,63,1,1,5,2902,0
2,37,3,2,6,1,0
2,26,1,0,6,1,0
2,26,1,0,6,1,0
2,26,1,0,6,1,0
2,26,1,0,6,1,0
2,32,1,17,6,0,0
2,32,1,17,6,0,0
2,32,1,17,6,0,0
2,26,1,0,10,1,0
2,32,6,4,6,1,0
2,39,4,3,6,21,0
1,58,1,4,6,1,0
2,51,3,1,10,20,0
2,33,6,0,10,1,0
1,22,3,1,11,22,0
2,21,1,2,6,1,0
2,21,1,2,6,1,0
2,21,1,2,6,1,0
1,29,1,1,6,1,0
1,26,3,0,6,0,0
2,43,3,2,4,10,0
2,25,3,0,6,1,0
2,22,1,6,6,1,0
2,22,1,6,6,1,0
2,30,1,6,6,1,0
2,25,1,15,6,1,0
2,39,4,0,6,1,0
2,33,1,1,6,1,0
2,33,1,1,6,1,0
2,33,1,1,6,1,0
2,33,1,1,6,1,0
2,59,1,1,6,1,0
2,21,4,1,6,8,0
2,34,3,2,12,1,0
2,36,3,6,6,26,0
2,22,6,0,10,1,0
2,23,1,0,6,1,0
2,23,1,0,6,1,0
2,32,1,2,10,0,0
2,32,1,11,11,1,0
2,32,1,11,11,1,0
2,32,1,11,11,1,0
2,32,1,11,11,1,0
2,32,1,11,11,1,0
2,32,1,11,11,1,0
2,32,1,11,11,1,0
1,66,3,1,11,46,0
1,36,6,0,6,1,0
2,66,6,0,11,1,0
2,30,1,7,6,1,0
2,35,1,3,10,1,0
2,25,1,1,6,0,0
2,21,1,1,6,10,0
2,21,1,1,6,10,0
2,19,1,2,9,21,0
2,19,1,2,9,21,0
2,19,1,2,9,21,0
2,19,1,2,9,21,0
2,32,1,1,5,1,0
2,32,1,1,5,1,0
2,33,3,0,6,2,0
2,48,3,0,10,3,0
2,29,1,0,6,1,0
1,23,1,0,10,1,0
2,62,1,15,6,35,0
1,33,3,0,11,3,0
1,33,3,0,11,3,0
2,35,1,1,12,1,0
2,53,3,0,6,0,0
2,53,3,0,6,0,0
2,34,1,2,6,1,0
1,48,3,0,10,1,0
1,33,1,1,5,10,0
2,44,3,0,11,0,0
2,31,3,10,6,18,0
2,31,3,10,6,18,0
2,31,3,10,6,18,0
2,31,3,10,6,18,0
2,28,1,2,6,1,0
2,28,1,2,6,1,0
2,56,6,9,6,147,0
2,51,4,1,6,18,0
2,51,4,1,6,18,0
1,47,1,5,6,1,0
2,22,1,3,6,0,0
2,29,1,0,10,1,0
2,57,3,0,10,0,0
2,20,1,2,5,1,0
2,20,1,2,5,1,0
2,20,1,2,5,1,0
2,27,1,15,12,1,0
2,44,3,0,10,1,0
2,57,1,20,11,19,0
2,65,3,0,10,1,0
2,27,3,3,11,1,0
1,28,1,4,6,0,0
1,38,1,0,6,1,0
2,61,3,0,6,1,0
2,31,3,7,11,1,0
2,23,3,5,6,105,0
2,23,3,5,6,105,0
2,23,3,5,6,105,0
2,26,1,3,6,21,0
2,26,1,3,6,21,0
2,20,1,0,6,1,0
2,20,1,0,6,1,0
2,20,1,0,6,1,0
2,55,3,2,10,1,0
2,55,3,2,10,1,0
2,36,1,0,6,0,0
2,48,6,4,6,1,0
2,48,6,4,6,1,0
2,48,6,4,6,1,0
2,22,6,5,6,1,0
2,22,6,5,6,1,0
2,23,1,1,10,1,0
2,28,1,1,6,1,0
2,28,1,1,6,1,0
2,22,1,4,6,1,0
2,22,1,4,6,1,0
2,22,1,4,6,1,0
2,34,1,19,6,1,0
2,34,1,19,6,1,0
2,34,1,19,6,1,0
2,34,1,19,6,1,0
1,48,3,0,6,1,0
1,59,3,1,4,21,0
1,59,3,1,4,21,0
2,37,3,0,6,5,0
2,37,3,0,6,5,0
2,20,1,0,6,1,0
1,28,3,0,6,1,0
2,21,1,2,5,125,0
2,21,1,2,5,125,0
2,20,1,1,6,47,0
2,20,1,1,6,47,0
2,20,1,1,6,47,0
2,20,1,1,6,47,0
2,31,1,0,6,1,0
1,38,1,14,6,1,0
1,38,1,14,6,1,0
1,38,1,14,6,1,0
2,33,1,0,6,4,0
2,33,1,0,6,4,0
2,33,1,0,6,4,0
2,27,1,3,6,1,0
2,25,3,2,10,0,0
2,25,3,2,10,0,0
2,25,3,2,10,0,0
2,25,3,2,10,0,0
2,25,3,2,10,0,0
2,25,3,2,10,0,0
2,25,3,2,10,0,0
2,25,3,2,10,0,0
1,42,1,2,4,1,0
2,22,1,3,6,1,0
2,22,1,3,6,1,0
2,22,1,3,6,1,0
1,21,1,1,11,11,0
1,21,1,1,11,11,0
1,21,1,1,11,11,0
1,21,1,1,11,11,0
1,21,1,1,11,11,0
2,52,3,2,11,41,0
2,29,3,0,10,1,0
1,37,1,0,11,0,0
2,34,3,0,6,1,0
2,34,3,0,6,1,0
2,53,1,0,10,1,0
1,30,1,8,5,1,0
2,35,4,0,11,7,0
2,35,4,0,11,7,0
2,35,4,0,11,7,0
2,28,3,1,6,1,0
2,21,1,1,6,1,0
2,47,4,1,10,2,0
2,43,3,6,6,1,0
2,42,3,1,10,1,0
2,34,1,2,6,1247,0
2,26,1,3,6,0,0
2,54,1,9,11,3940,0
2,39,6,1,6,1,0
2,39,6,1,6,1,0
2,30,1,20,6,0,0
2,30,1,20,6,0,0
2,30,1,20,6,0,0
2,41,1,0,11,0,0
2,39,1,0,6,1,0
2,43,3,1,6,1,0
2,43,3,1,6,1,0
2,42,1,3,6,1,0
